sex,age,race,priors_count,c_charge_degree,two_year_recid
Male,34,African-American,0,F,0
Male,26,African-American,1,M,0
Male,44,Caucasian,4,F,0
Female,27,Caucasian,0,F,0
Male,28,Caucasian,14,F,0
Male,55,Caucasian,1,M,0
Male,36,African-American,15,F,0
Male,23,African-American,1,F,0
Male,56,African-American,1,M,0
Male,27,Caucasian,2,F,1
Male,37,Caucasian,1,M,0
Male,32,African-American,1,F,1
Male,41,African-American,18,M,1
Male,22,African-American,1,F,1
Male,37,Caucasian,1,F,1
Male,45,African-American,3,M,0
Female,31,African-American,14,F,0
Male,42,African-American,7,F,1
Male,26,African-American,20,F,1
Male,33,Caucasian,0,F,1
Male,22,Caucasian,0,M,1
Female,36,African-American,1,M,0
Male,54,Caucasian,0,M,0
Male,25,African-American,5,F,1
Male,24,Caucasian,3,F,1
Male,61,Caucasian,0,M,0
Female,42,Caucasian,0,M,0
Male,28,Caucasian,1,M,1
Male,27,African-American,1,M,0
Male,24,Caucasian,2,M,0
Male,32,African-American,16,F,1
Male,38,Caucasian,0,F,0
Male,21,Caucasian,1,M,0
Male,27,African-American,1,F,1
Male,39,Caucasian,0,F,0
Male,29,Caucasian,0,F,0
Male,29,Caucasian,1,F,0
Male,36,Caucasian,1,F,1
Male,46,African-American,0,F,1
Male,44,African-American,7,F,0
Male,27,African-American,0,M,0
Male,27,African-American,8,F,1
Male,61,Caucasian,0,M,0
Male,47,African-American,0,M,1
Male,27,African-American,1,M,0
Male,28,Caucasian,0,F,1
Female,31,Caucasian,1,M,1
Male,26,Caucasian,9,M,1
Male,53,African-American,2,F,1
Male,26,African-American,1,F,1
Male,25,African-American,2,F,0
Female,21,African-American,4,M,1
Male,23,African-American,1,M,0
Female,45,African-American,2,F,0
Male,27,African-American,2,M,1
Female,26,African-American,0,M,0
Male,21,Caucasian,0,F,1
Female,62,Caucasian,0,M,0
Male,48,Caucasian,0,F,0
Male,53,African-American,1,M,0
Male,62,African-American,3,M,1
Male,28,African-American,5,F,0
Male,56,Caucasian,1,F,0
Male,22,African-American,2,F,1
Male,26,African-American,5,F,1
Male,35,African-American,4,M,0
Male,22,African-American,1,F,1
Female,37,African-American,7,F,0
Female,32,African-American,0,F,0
Female,33,African-American,3,F,1
Male,53,Caucasian,0,M,0
Male,32,Caucasian,0,M,0
Male,26,Caucasian,0,M,0
Male,61,Caucasian,0,M,0
Male,21,African-American,0,M,0
Male,69,African-American,22,M,0
Male,26,African-American,0,M,0
Male,30,African-American,9,F,1
Male,21,Caucasian,1,F,0
Male,41,Caucasian,0,M,0
Male,45,African-American,0,F,1
Male,31,African-American,10,F,1
Male,22,Caucasian,0,F,0
Female,54,Caucasian,0,F,1
Male,50,Caucasian,2,M,1
Female,21,African-American,0,F,1
Male,30,Caucasian,0,F,1
Male,30,African-American,11,F,1
Male,26,Caucasian,5,M,0
Female,59,African-American,0,M,0
Male,29,African-American,13,F,1
Male,30,Caucasian,13,F,1
Male,25,African-American,5,M,1
Male,22,African-American,0,F,0
Male,41,African-American,8,F,1
Female,37,African-American,13,F,0
Male,22,African-American,0,F,1
Male,19,African-American,0,F,1
Male,45,Caucasian,2,M,0
Female,33,African-American,5,F,1
Male,52,African-American,7,F,0
Female,21,African-American,0,F,0
Male,43,African-American,6,M,1
Male,33,Caucasian,3,F,0
Male,26,African-American,3,F,1
Male,37,Caucasian,0,M,0
Male,38,African-American,1,F,1
Male,27,African-American,1,F,1
Male,21,African-American,1,F,0
Male,38,Caucasian,3,F,1
Male,37,Caucasian,0,M,0
Male,44,Caucasian,0,F,0
Male,30,African-American,0,F,0
Male,49,Caucasian,1,F,0
Male,67,Caucasian,0,M,0
Male,59,African-American,14,F,1
Male,21,African-American,1,F,1
Male,31,Caucasian,6,M,0
Female,50,Caucasian,2,F,1
Male,30,African-American,7,F,0
Male,28,Caucasian,1,M,0
Male,48,African-American,7,F,1
Male,55,Caucasian,0,M,0
Male,42,Caucasian,0,M,0
Male,34,African-American,0,M,1
Male,43,African-American,4,M,1
Male,44,African-American,0,F,0
Male,25,Caucasian,2,F,1
Female,32,African-American,0,M,1
Male,24,African-American,1,F,1
Male,34,African-American,0,F,1
Male,48,African-American,2,F,1
Male,41,African-American,1,F,0
Male,26,African-American,12,M,1
Male,42,African-American,0,F,1
Male,29,African-American,0,M,0
Male,26,Caucasian,0,M,0
Female,27,African-American,1,F,0
Male,35,Caucasian,4,M,0
Male,54,Caucasian,1,F,0
Male,20,African-American,0,F,0
Male,27,Caucasian,0,F,0
Male,21,African-American,1,F,0
Male,27,Caucasian,7,M,1
Male,34,African-American,11,F,1
Male,54,African-American,0,M,0
Male,39,African-American,1,F,0
Female,33,Caucasian,0,M,0
Female,35,African-American,0,M,0
Male,53,African-American,0,M,0
Male,28,Caucasian,2,M,0
Male,26,African-American,0,F,0
Male,31,African-American,3,F,0
Male,24,Caucasian,3,M,1
Male,45,Caucasian,19,F,1
Male,28,African-American,1,F,0
Female,45,Caucasian,1,F,1
Male,33,Caucasian,3,F,1
Male,23,Caucasian,4,F,1
Male,36,African-American,6,F,0
Male,22,African-American,0,F,0
Male,28,African-American,2,F,1
Male,37,African-American,3,M,0
Female,52,Caucasian,0,M,0
Male,26,Caucasian,0,F,0
Male,28,Caucasian,4,F,1
Female,33,Caucasian,2,F,0
Male,23,Caucasian,3,F,1
Male,31,Caucasian,3,M,1
Female,55,Caucasian,0,M,0
Male,24,Caucasian,3,F,1
Male,37,African-American,2,M,0
Male,41,African-American,0,F,0
Male,26,Caucasian,0,M,0
Male,41,African-American,13,F,0
Male,33,African-American,6,F,0
Male,23,African-American,0,F,0
Male,27,Caucasian,1,F,0
Male,24,Caucasian,0,F,1
Male,30,African-American,10,F,0
Male,55,Caucasian,1,F,0
Male,26,African-American,13,M,1
Male,35,African-American,0,F,0
Male,20,African-American,1,M,0
Male,24,Caucasian,3,M,1
Male,31,African-American,8,M,1
Male,55,African-American,0,F,1
Male,33,Caucasian,7,F,1
Male,44,Caucasian,6,F,1
Male,41,African-American,25,F,1
Male,56,African-American,9,M,0
Male,21,African-American,1,F,0
Female,48,Caucasian,1,M,0
Male,56,Caucasian,7,F,1
Male,39,Caucasian,2,M,0
Female,25,Caucasian,0,F,0
Female,28,African-American,3,F,0
Male,30,African-American,0,F,1
Female,19,African-American,0,M,1
Male,20,African-American,0,M,1
Male,57,Caucasian,0,F,0
Male,51,African-American,8,M,1
Male,27,African-American,5,F,1
Male,26,African-American,0,F,0
Male,23,Caucasian,3,M,1
Male,35,African-American,14,M,1
Male,37,African-American,5,F,0
Male,48,African-American,0,F,0
Male,21,African-American,0,F,0
Male,52,African-American,1,M,0
Male,22,African-American,0,F,1
Male,41,Caucasian,1,F,1
Female,25,Caucasian,1,M,1
Male,54,African-American,0,M,1
Male,25,African-American,13,F,1
Female,40,Caucasian,4,F,0
Male,22,African-American,0,F,0
Male,50,Caucasian,10,F,0
Male,35,Caucasian,2,M,0
Male,28,Caucasian,7,F,1
Male,21,African-American,0,F,0
Male,27,Caucasian,0,F,0
Male,22,African-American,0,F,1
Male,32,Caucasian,0,F,0
Male,59,Caucasian,0,F,0
Male,59,Caucasian,0,F,0
Female,44,Caucasian,1,F,1
Male,26,African-American,9,M,1
Male,30,African-American,9,F,1
Male,25,African-American,3,M,1
Female,31,African-American,0,M,1
Female,32,African-American,0,F,0
Male,37,African-American,22,F,1
Male,22,Caucasian,2,F,0
Male,38,African-American,8,M,1
Male,34,Caucasian,2,F,0
Male,30,African-American,7,F,0
Female,38,Caucasian,0,F,1
Male,36,African-American,10,F,1
Male,35,Caucasian,2,F,1
Male,35,African-American,0,F,0
Female,30,African-American,9,F,1
Male,34,African-American,16,F,1
Male,31,Caucasian,3,F,1
Male,31,Caucasian,4,F,1
Male,22,Caucasian,2,F,1
Male,36,African-American,5,M,1
Male,39,African-American,2,M,0
Male,51,African-American,9,F,1
Male,35,African-American,7,F,1
Male,37,African-American,0,M,0
Male,25,African-American,3,M,0
Female,27,African-American,0,F,0
Male,47,Caucasian,2,M,0
Male,46,African-American,12,M,0
Male,27,Caucasian,0,F,0
Male,34,African-American,0,F,1
Male,25,Caucasian,0,M,0
Male,26,African-American,5,M,0
Male,25,African-American,1,F,1
Male,60,African-American,9,F,0
Male,30,African-American,12,F,1
Male,21,African-American,0,F,0
Male,25,African-American,4,F,1
Male,21,African-American,0,F,1
Male,29,African-American,4,M,0
Male,51,Caucasian,2,F,0
Male,29,African-American,1,M,0
Male,20,Caucasian,0,F,1
Male,53,Caucasian,1,F,0
Male,25,African-American,5,F,0
Male,22,African-American,3,F,1
Male,21,African-American,1,F,0
Male,21,Caucasian,1,F,1
Male,27,African-American,6,M,1
Male,28,African-American,14,M,1
Male,49,African-American,6,M,1
Male,52,African-American,7,F,1
Male,25,African-American,1,M,0
Male,56,Caucasian,2,F,0
Male,34,African-American,22,F,0
Male,23,African-American,1,M,1
Male,22,Caucasian,0,F,0
Male,23,African-American,0,F,1
Male,30,African-American,4,M,0
Male,42,African-American,1,M,1
Male,50,African-American,24,M,1
Male,37,African-American,0,F,0
Male,23,African-American,1,F,0
Male,41,Caucasian,0,F,0
Male,50,African-American,5,F,0
Male,26,African-American,2,F,1
Male,23,African-American,2,F,1
Male,55,Caucasian,1,F,1
Male,24,African-American,0,F,1
Male,33,Caucasian,5,M,1
Male,23,Caucasian,0,F,0
Male,37,African-American,1,M,1
Male,51,Caucasian,0,M,0
Female,35,African-American,3,M,1
Male,29,African-American,2,F,0
Male,57,Caucasian,0,M,0
Male,20,African-American,1,M,1
Male,23,African-American,3,F,1
Male,36,Caucasian,9,M,1
Male,55,Caucasian,1,M,0
Male,53,African-American,18,M,1
Male,21,African-American,1,F,1
Male,27,African-American,3,M,1
Male,28,African-American,6,F,1
Male,26,Caucasian,1,F,1
Male,25,Caucasian,1,F,0
Male,66,Caucasian,0,F,0
Male,28,African-American,3,M,0
Male,24,African-American,0,M,0
Male,60,Caucasian,18,M,1
Male,37,African-American,2,F,1
Male,73,Caucasian,0,M,0
Male,44,African-American,0,F,0
Male,40,African-American,6,F,0
Male,56,Caucasian,0,M,1
Male,42,African-American,3,F,0
Male,50,Caucasian,1,F,0
Male,34,Caucasian,0,M,0
Male,47,African-American,1,M,1
Male,58,Caucasian,3,F,0
Male,48,Caucasian,3,F,0
Female,20,Caucasian,0,F,0
Female,53,African-American,10,F,1
Male,29,African-American,0,F,0
Female,43,Caucasian,0,M,0
Male,53,Caucasian,1,M,1
Male,22,Caucasian,0,M,0
Male,26,Caucasian,9,M,1
Male,23,African-American,4,F,1
Male,71,Caucasian,1,M,0
Female,61,Caucasian,0,M,0
Female,22,Caucasian,2,M,0
Female,54,Caucasian,1,M,0
Male,24,Caucasian,6,F,0
Female,28,Caucasian,0,F,0
Female,25,Caucasian,2,F,0
Female,22,African-American,1,F,0
Male,24,African-American,2,F,1
Male,35,African-American,0,F,0
Male,21,African-American,0,F,0
Male,49,Caucasian,1,M,0
Male,26,African-American,6,F,1
Male,30,African-American,7,F,1
Male,30,African-American,5,F,1
Male,64,Caucasian,8,F,0
Female,45,Caucasian,7,F,1
Male,37,African-American,3,M,0
Female,34,African-American,1,F,1
Male,58,Caucasian,0,M,0
Male,27,Caucasian,0,F,0
Male,30,African-American,0,M,1
Male,25,African-American,0,M,0
Male,60,African-American,19,F,1
Male,56,African-American,24,F,0
Male,33,African-American,2,M,0
Male,25,Caucasian,9,F,1
Male,32,African-American,6,F,1
Male,24,African-American,3,F,1
Male,23,Caucasian,2,F,1
Male,25,African-American,1,F,1
Female,20,African-American,0,F,0
Male,32,African-American,9,F,0
Female,49,African-American,0,F,0
Male,22,African-American,1,F,0
Male,24,African-American,0,F,0
Male,26,Caucasian,10,F,1
Male,29,African-American,1,M,1
Male,22,Caucasian,0,F,0
Female,26,African-American,3,F,0
Male,21,African-American,0,F,1
Male,54,Caucasian,2,M,0
Male,59,African-American,1,F,0
Male,22,African-American,0,F,1
Male,64,African-American,20,F,0
Male,45,Caucasian,1,M,1
Female,22,African-American,0,F,0
Male,24,African-American,5,F,1
Female,30,African-American,3,F,1
Female,27,Caucasian,0,F,0
Male,20,Caucasian,0,F,0
Male,28,Caucasian,5,F,1
Male,23,Caucasian,3,F,1
Female,32,African-American,0,M,0
Female,44,Caucasian,1,F,0
Male,41,African-American,8,F,0
Male,30,Caucasian,3,F,0
Male,27,African-American,2,M,1
Male,32,African-American,0,F,1
Male,40,African-American,24,M,1
Female,33,African-American,3,M,0
Male,33,Caucasian,0,F,0
Male,28,African-American,9,M,0
Female,25,African-American,0,F,1
Female,30,African-American,1,M,0
Female,47,African-American,0,M,0
Male,24,Caucasian,0,F,1
Male,31,Caucasian,9,F,1
Male,52,African-American,0,F,1
Male,25,African-American,5,F,1
Female,46,African-American,7,M,0
Male,62,Caucasian,3,M,0
Male,36,Caucasian,0,M,1
Male,24,African-American,2,F,1
Male,25,Caucasian,9,F,0
Male,21,African-American,0,M,1
Male,29,African-American,5,F,1
Male,52,African-American,0,M,1
Male,29,African-American,5,F,0
Male,59,African-American,13,F,1
Male,39,African-American,2,F,0
Male,20,African-American,1,F,1
Male,50,Caucasian,0,M,0
Male,27,African-American,7,F,1
Male,27,African-American,0,M,0
Male,31,Caucasian,4,F,1
Female,24,African-American,2,M,0
Male,24,African-American,4,F,1
Male,30,Caucasian,0,M,1
Male,41,Caucasian,0,F,0
Male,32,African-American,2,F,1
Male,69,Caucasian,0,M,1
Male,25,Caucasian,1,F,0
Male,55,Caucasian,0,M,1
Male,28,African-American,7,F,1
Male,27,Caucasian,0,M,1
Female,20,African-American,1,F,1
Male,36,African-American,2,F,1
Male,25,African-American,10,F,1
Female,35,Caucasian,1,M,0
Male,32,African-American,12,M,1
Male,21,Caucasian,1,M,0
Male,41,Caucasian,1,F,0
Male,38,African-American,0,F,0
Male,21,African-American,1,F,1
Male,35,Caucasian,2,M,1
Male,34,African-American,5,M,0
Male,52,Caucasian,0,M,0
Male,21,African-American,0,F,0
Male,43,African-American,8,M,0
Female,32,Caucasian,0,F,0
Male,49,Caucasian,5,F,1
Female,21,African-American,0,M,0
Male,28,African-American,5,F,1
Female,65,Caucasian,1,F,0
Female,27,Caucasian,0,M,0
Male,48,Caucasian,20,F,1
Male,20,African-American,0,M,1
Male,63,African-American,6,F,0
Male,40,Caucasian,0,M,0
Male,21,African-American,1,F,1
Male,27,Caucasian,1,M,0
Male,35,Caucasian,0,M,1
Female,50,African-American,0,M,0
Male,47,Caucasian,0,M,0
Male,44,Caucasian,2,M,0
Male,23,African-American,0,M,0
Male,54,African-American,10,F,0
Male,38,Caucasian,17,F,0
Male,44,Caucasian,2,F,1
Male,52,African-American,3,M,1
Female,52,Caucasian,0,F,1
Male,21,African-American,0,M,1
Female,30,Caucasian,9,F,1
Male,56,African-American,6,F,0
Male,35,African-American,12,F,1
Male,39,Caucasian,1,F,0
Male,29,Caucasian,0,M,0
Male,23,African-American,2,F,1
Male,26,Caucasian,0,M,0
Female,64,African-American,1,M,1
Male,20,Caucasian,1,F,1
Male,21,African-American,0,F,1
Male,21,African-American,0,F,0
Male,23,African-American,0,F,0
Male,46,African-American,3,F,0
Male,25,African-American,21,F,1
Female,30,African-American,0,M,0
Male,47,Caucasian,1,F,0
Male,30,Caucasian,4,F,0
Male,47,African-American,1,F,0
Male,39,African-American,1,F,1
Male,24,Caucasian,1,F,0
Male,45,Caucasian,3,F,0
Male,26,Caucasian,2,F,1
Male,39,Caucasian,3,F,0
Male,40,Caucasian,1,F,0
Male,24,African-American,0,F,0
Male,23,African-American,1,F,0
Male,61,Caucasian,0,M,0
Male,42,Caucasian,3,F,1
Male,38,African-American,3,F,1
Male,67,Caucasian,0,F,1
Male,23,Caucasian,2,F,0
Male,31,Caucasian,1,F,1
Male,40,African-American,15,F,0
Male,44,African-American,0,F,0
Male,37,African-American,10,F,1
Female,22,African-American,3,M,0
Male,31,Caucasian,6,M,1
Male,28,African-American,9,F,1
Male,33,Caucasian,9,F,0
Female,30,African-American,10,F,1
Male,35,African-American,0,F,1
Male,57,African-American,23,F,1
Female,39,Caucasian,8,F,1
Male,65,Caucasian,3,F,0
Female,22,Caucasian,0,M,0
Female,35,African-American,2,F,0
Male,29,African-American,2,M,1
Male,62,African-American,13,F,1
Male,22,African-American,0,M,1
Female,56,African-American,1,F,0
Male,25,Caucasian,2,F,0
Male,33,Caucasian,10,M,0
Male,25,Caucasian,2,F,0
Female,27,African-American,3,F,0
Male,37,African-American,1,F,0
Male,41,Caucasian,2,M,0
Male,35,African-American,5,F,0
Male,55,Caucasian,0,M,0
Male,26,African-American,2,F,1
Male,35,African-American,7,F,0
Male,50,Caucasian,3,M,1
Male,25,African-American,3,F,1
Female,65,Caucasian,1,M,1
Female,31,African-American,0,F,1
Female,24,African-American,0,M,0
Male,34,African-American,6,F,1
Female,30,African-American,4,F,0
Male,30,African-American,14,F,1
Male,24,Caucasian,1,M,0
Male,51,Caucasian,3,F,1
Female,28,African-American,3,F,0
Female,27,African-American,4,F,1
Male,22,Caucasian,2,F,1
Male,29,African-American,2,F,1
Male,31,African-American,0,F,0
Male,31,Caucasian,0,M,0
Female,32,African-American,3,F,0
Male,27,African-American,1,F,1
Male,29,Caucasian,6,F,1
Male,59,African-American,3,F,0
Male,24,African-American,1,M,1
Male,33,African-American,0,F,0
Male,28,Caucasian,9,F,1
Male,24,African-American,9,M,1
Male,31,African-American,16,F,1
Male,24,African-American,0,F,0
Male,23,African-American,7,F,1
Male,62,Caucasian,0,F,0
Female,25,African-American,4,F,1
Male,49,African-American,1,M,0
Male,50,Caucasian,0,F,1
Male,47,African-American,3,F,1
Male,37,African-American,14,F,0
Male,26,Caucasian,0,M,0
Male,28,African-American,21,F,0
Female,26,African-American,3,F,1
Male,20,African-American,1,F,1
Male,34,African-American,9,F,1
Male,46,African-American,9,F,1
Male,21,African-American,0,F,1
Female,27,Caucasian,2,F,1
Male,21,African-American,3,M,1
Male,29,Caucasian,1,F,0
Male,46,Caucasian,4,F,0
Male,24,African-American,0,F,0
Male,57,African-American,8,M,1
Male,33,African-American,4,F,1
Male,23,African-American,4,F,1
Male,29,African-American,5,F,0
Male,22,Caucasian,0,M,1
Female,33,Caucasian,1,M,1
Male,40,African-American,3,F,1
Male,32,African-American,10,F,1
Male,24,African-American,1,M,0
Male,32,African-American,1,F,0
Male,19,African-American,2,F,1
Male,23,African-American,6,F,1
Male,39,Caucasian,17,F,1
Male,25,African-American,1,F,0
Male,42,African-American,6,F,1
Male,29,Caucasian,1,M,0
Male,38,Caucasian,2,M,0
Male,32,Caucasian,10,F,1
Male,23,Caucasian,4,M,1
Male,58,African-American,10,F,1
Male,42,African-American,9,F,1
Male,26,Caucasian,1,F,1
Male,27,Caucasian,1,F,0
Male,33,Caucasian,1,F,0
Male,33,African-American,2,F,1
Male,23,African-American,0,M,1
Male,25,African-American,4,F,1
Male,32,African-American,0,F,1
Female,29,Caucasian,0,M,0
Male,38,African-American,19,F,1
Male,29,Caucasian,0,M,0
Male,27,African-American,6,F,1
Male,25,Caucasian,0,M,1
Female,31,Caucasian,2,F,1
Male,30,African-American,8,F,1
Male,41,African-American,0,F,0
Male,59,African-American,8,F,0
Male,21,Caucasian,1,M,1
Male,27,African-American,6,F,1
Male,30,African-American,0,F,0
Male,43,Caucasian,4,F,0
Female,24,Caucasian,2,F,0
Male,45,African-American,13,M,1
Male,23,Caucasian,0,F,1
Female,40,Caucasian,5,F,0
Female,23,African-American,0,F,0
Male,39,African-American,3,F,0
Female,26,African-American,5,F,1
Female,26,Caucasian,0,M,0
Male,21,African-American,0,M,0
Male,30,Caucasian,3,F,0
Male,44,Caucasian,0,F,0
Male,21,African-American,1,F,1
Male,23,African-American,0,M,0
Female,49,African-American,1,F,0
Male,23,African-American,3,F,1
Male,24,African-American,1,F,1
Female,21,African-American,1,F,1
Female,37,Caucasian,7,F,1
Male,28,Caucasian,2,F,1
Female,24,African-American,2,F,1
Male,31,Caucasian,0,F,0
Male,24,African-American,2,M,1
Male,25,African-American,1,F,0
Male,33,African-American,1,M,1
Male,26,African-American,24,M,1
Male,27,African-American,1,F,0
Male,46,Caucasian,0,F,0
Female,38,Caucasian,1,M,1
Female,24,African-American,0,M,0
Female,38,African-American,0,M,0
Male,27,African-American,7,F,1
Male,48,African-American,6,F,0
Female,31,Caucasian,2,F,1
Male,28,African-American,5,M,1
Male,25,Caucasian,6,M,1
Male,55,Caucasian,0,M,0
Male,40,African-American,5,F,1
Male,21,African-American,0,F,1
Male,28,African-American,10,F,1
Male,20,African-American,2,F,1
Male,31,African-American,10,F,1
Female,57,African-American,0,M,0
Male,25,African-American,0,M,0
Male,22,African-American,7,F,1
Male,31,African-American,3,F,1
Male,43,African-American,7,F,0
Female,25,Caucasian,0,M,0
Male,40,African-American,1,F,0
Male,20,African-American,0,F,1
Male,35,African-American,2,M,0
Male,34,African-American,1,M,1
Male,27,Caucasian,18,F,1
Female,38,African-American,3,F,1
Male,21,Caucasian,0,F,1
Male,25,African-American,0,M,1
Male,53,African-American,6,M,1
Female,50,African-American,4,F,0
Female,23,Caucasian,1,M,0
Male,27,Caucasian,0,M,1
Male,29,African-American,5,F,1
Male,38,African-American,1,M,0
Female,54,Caucasian,2,F,0
Male,26,African-American,1,F,1
Male,37,African-American,23,F,1
Male,36,African-American,25,M,1
Male,28,African-American,18,F,1
Male,49,African-American,1,M,0
Male,36,African-American,11,F,0
Female,41,Caucasian,0,F,0
Male,40,Caucasian,9,F,0
Male,21,African-American,7,F,1
Male,33,Caucasian,0,F,0
Male,26,African-American,7,F,0
Female,27,African-American,0,M,1
Male,35,African-American,1,F,0
Male,27,African-American,3,M,0
Female,31,African-American,3,F,0
Male,36,African-American,26,F,1
Male,50,Caucasian,1,F,0
Male,52,Caucasian,1,F,0
Male,24,African-American,1,M,0
Male,38,African-American,0,F,0
Male,54,African-American,11,F,0
Male,71,Caucasian,13,F,0
Male,27,African-American,9,F,1
Female,39,Caucasian,1,F,0
Female,36,African-American,5,F,1
Male,55,African-American,0,F,0
Male,27,Caucasian,0,F,0
Male,23,African-American,2,F,1
Male,20,African-American,1,F,1
Female,31,African-American,10,F,0
Male,24,Caucasian,8,F,0
Female,37,Caucasian,2,F,1
Male,26,Caucasian,0,F,0
Male,29,Caucasian,0,F,0
Male,41,African-American,4,M,1
Male,37,African-American,0,F,1
Male,46,Caucasian,2,F,0
Female,56,Caucasian,10,F,1
Male,23,African-American,0,F,1
Female,23,African-American,1,F,1
Male,25,African-American,0,F,1
Male,24,African-American,1,F,1
Male,24,Caucasian,2,F,1
Male,23,African-American,0,F,1
Male,43,Caucasian,2,F,0
Female,53,Caucasian,0,M,0
Male,24,African-American,1,F,1
Male,28,African-American,0,F,0
Male,21,Caucasian,1,F,0
Male,33,Caucasian,3,F,1
Female,35,African-American,1,F,0
Male,55,Caucasian,3,M,0
Male,28,African-American,0,M,0
Male,44,Caucasian,0,M,1
Male,19,African-American,3,F,1
Male,24,African-American,3,F,1
Male,50,Caucasian,2,F,0
Male,31,African-American,0,M,0
Female,28,Caucasian,0,F,1
Male,42,Caucasian,0,F,0
Male,21,African-American,0,M,1
Male,21,Caucasian,0,F,1
Male,31,Caucasian,3,F,1
Male,27,Caucasian,0,F,1
Male,28,African-American,7,F,1
Male,67,Caucasian,0,M,0
Female,32,African-American,11,F,0
Male,44,African-American,7,F,0
Male,25,African-American,1,F,1
Female,30,African-American,15,M,1
Male,28,Caucasian,9,M,0
Male,27,African-American,0,F,1
Female,25,Caucasian,0,M,0
Male,31,Caucasian,5,F,1
Male,30,Caucasian,0,M,1
Male,33,African-American,4,F,0
Male,26,African-American,1,M,1
Female,22,Caucasian,2,M,1
Male,50,Caucasian,0,F,0
Male,58,Caucasian,1,F,1
Male,34,Caucasian,3,M,1
Male,32,Caucasian,1,F,1
Male,29,African-American,0,M,1
Male,27,African-American,0,M,0
Male,39,Caucasian,5,F,0
Male,24,African-American,0,F,0
Male,38,African-American,8,M,0
Male,52,Caucasian,7,F,0
Male,56,African-American,3,M,1
Male,46,Caucasian,7,F,1
Male,38,Caucasian,5,F,1
Male,47,Caucasian,3,M,0
Male,32,Caucasian,0,F,0
Male,34,African-American,27,M,0
Male,42,African-American,5,F,0
Female,35,African-American,0,M,1
Male,20,Caucasian,0,F,1
Female,32,Caucasian,2,F,1
Male,21,Caucasian,0,M,0
Male,24,African-American,0,M,1
Male,24,African-American,1,M,1
Male,26,African-American,0,M,1
Male,52,Caucasian,8,F,0
Male,27,African-American,1,M,0
Female,27,Caucasian,0,M,0
Male,56,Caucasian,0,F,0
Male,52,Caucasian,16,F,1
Male,37,African-American,3,F,1
Male,45,African-American,0,M,0
Female,36,Caucasian,3,F,1
Female,29,African-American,0,F,0
Male,27,African-American,11,F,0
Male,28,African-American,11,F,1
Male,38,African-American,4,M,0
Female,19,African-American,1,F,1
Female,37,Caucasian,1,F,0
Male,34,African-American,0,M,1
Male,37,Caucasian,7,F,1
Male,21,African-American,1,F,0
Male,21,African-American,0,F,1
Female,38,Caucasian,3,F,0
Male,47,African-American,1,M,0
Male,56,Caucasian,3,F,0
Male,27,African-American,2,F,1
Male,23,African-American,0,M,0
Male,57,Caucasian,0,F,0
Male,25,African-American,9,F,0
Female,23,African-American,2,F,1
Male,32,African-American,8,F,1
Female,36,African-American,2,M,0
Male,41,African-American,5,M,0
Male,21,African-American,1,F,1
Male,31,African-American,2,M,0
Male,37,Caucasian,0,M,0
Male,27,African-American,0,F,0
Male,22,African-American,2,F,1
Male,59,Caucasian,2,F,0
Female,33,African-American,0,F,1
Female,43,African-American,2,F,0
Male,25,Caucasian,5,F,1
Male,23,African-American,3,F,1
Female,43,Caucasian,3,M,1
Male,56,Caucasian,9,M,1
Female,20,African-American,1,F,1
Male,50,African-American,2,M,1
Female,54,Caucasian,1,M,0
Male,20,African-American,1,F,1
Female,36,African-American,3,F,1
Male,56,African-American,0,M,0
Male,25,African-American,2,F,0
Female,42,Caucasian,1,F,1
Male,48,African-American,4,F,0
Male,34,African-American,21,M,1
Male,28,Caucasian,0,F,0
Male,32,Caucasian,1,F,0
Female,31,Caucasian,2,F,0
Female,24,African-American,4,F,1
Female,25,Caucasian,0,F,1
Female,32,Caucasian,4,F,0
Male,37,African-American,20,F,1
Male,24,African-American,1,F,1
Male,48,African-American,0,M,0
Male,35,African-American,1,F,0
Male,21,African-American,1,F,1
Female,21,African-American,0,F,1
Female,27,Caucasian,0,F,1
Male,22,African-American,0,F,0
Male,28,African-American,4,F,0
Male,26,African-American,0,M,0
Male,34,Caucasian,0,F,0
Male,22,African-American,3,F,0
Male,44,Caucasian,5,F,0
Male,57,Caucasian,1,F,0
Male,22,African-American,0,F,1
Male,24,African-American,7,F,1
Male,20,Caucasian,0,F,0
Male,60,African-American,13,F,0
Female,22,African-American,2,F,0
Male,72,Caucasian,7,F,0
Male,33,African-American,3,F,1
Male,24,African-American,1,F,1
Male,60,African-American,0,F,0
Male,24,Caucasian,3,F,1
Male,30,African-American,1,M,0
Female,43,Caucasian,0,M,0
Male,45,African-American,1,M,0
Male,31,Caucasian,1,M,0
Male,40,African-American,0,M,0
Male,50,Caucasian,1,F,0
Male,41,African-American,7,F,0
Male,34,Caucasian,5,F,1
Female,28,Caucasian,0,F,0
Male,23,Caucasian,2,F,1
Male,21,Caucasian,1,F,1
Female,22,African-American,2,M,1
Male,29,African-American,6,F,1
Female,30,African-American,0,M,0
Male,45,Caucasian,3,M,1
Female,24,African-American,2,F,0
Male,31,Caucasian,4,F,1
Male,56,Caucasian,0,M,0
Male,24,African-American,14,F,1
Male,38,African-American,11,F,0
Male,51,African-American,22,F,1
Male,22,Caucasian,0,F,0
Male,28,African-American,5,M,0
Male,47,African-American,19,F,1
